fecha_extraccion,grupo_url,post_texto,longitud_texto,content_hash,scroll_origen,nombre_negocio_estimado,direcciones_detectadas,barrios_detectados,categoria_producto,productos_keywords,tiene_nombre_estimado,tiene_direccion,tiene_categoria,requiere_revision_manual
2026-06-29 16:58:35,https://www.facebook.com/groups/1745396122434438/,"Trae a tus seres queridos y disfruta de pizzas deliciosas, juegos y diversión para todos. ¡Te esperamos para un día inolvidable! ... Ver más",140,c1d8d469247e4618d763ae0a4936ad9984761e07ec9aab3821e287dfe0673ada,20,,,,pizza,pizza | pizzas,No,No,Si,Si
2026-06-29 16:58:53,https://www.facebook.com/groups/1745396122434438/,DELICIOSAS HAMBURGUESAS MIXTAS DOMICILIOS 302 5223321,53,5b55e4ebe4dad16f38055301d81d031caabb52db82768d6bb1c7874bc01ae975,21,,,,hamburguesa,hamburguesa | hamburguesas,No,No,Si,Si
2026-06-29 16:58:53,https://www.facebook.com/groups/1745396122434438/,"¡Hoy la tradición se siente en cada caminata! Caption completo ¿Cuál es el plan perfecto de un domingo en Medellín? Una buena caminata con quien más quieres, el sol de Antioquia, el verde de nuestros cerros... y al final, la lechona crocante que todos esperan Porque en Tradición al Horno® sabemos que los mejores momentos no son perfectos porque todo salió bien — son perfectos porque estuvieron acompañados del sabor correcto Esa piel dorada y crocante que suena al cortarla. Ese relleno de arvejas, arroz y especias que lleva 18 años siendo el favorito de Medellín. ¿Con quién harías ese plan hoy? Menciónalos en los comentarios Pedidos individuales y para eventos Con 24 horas de anticipación 3192967158 · 324 5582976 DiDi Food · Sabaneta · Envigado · Itagüí · Medellín #TradicionAlHorno #LechonaAlHorno #Desde2008 #PlanesEnMedellin #OliserChef Ver menos",858,1d0ec551db9ad23c50ba7bfb96110a97dd30dce331cb1bd64345be750c9875c3,21,Oliser Chef,,,lechona,lechona,Si,No,Si,Si
2026-06-29 16:59:10,https://www.facebook.com/groups/1745396122434438/,"COMPUTADOR TACTIL POS Ideal para tiendas, minimarkets, boutiques, papelerías, ferreterías y todo tipo de negocio. ... Ver más",125,f00c4875bdc5eb4a16ff8c5104d16166056d861bb6b3786020887f0514495311,22,,,,,,No,No,No,Si
2026-06-29 16:59:38,https://www.facebook.com/groups/1745396122434438/,"Papa express, disponible para negocios. Ahorra dinero y tiempo ,,",65,18aa9a48694a2a431c00506f2c1ed90d7e3c66ff139fcb3604a06fb7825cfa5c,24,,,,,,No,No,No,Si
2026-06-29 16:59:38,https://www.facebook.com/groups/1745396122434438/,"¿Estás cansado de las mismas hamburguesas de siempre? Deshuesada: costillas de cerdo, bañada en barbecue, aros de cebolla crocantes, queso crema, piañ, una combinación de locos.",177,04330a789020fc4bb9dd10bec09d13f63fe77423af1b0b3e6e4d89682d27a867,24,,,,hamburguesa,hamburguesa | hamburguesas,No,No,Si,Si
2026-06-29 17:00:01,https://www.facebook.com/groups/1745396122434438/,"¿No puedes dormir por las picaduras? Recupera tu descanso hoy mismo. Agenda tu cita ya! 323 7766515 #CityControlMedellin, #FumigacionesMedellin, #HogarLibreDePlagas, #ControlDeCucarachas, #SinPlagas,#FumigacionSinOlor #eliminarcucarachas #plagadecucarachas #chinches, #SinPlagas, #Controldeplagas #nomasplagas #sinpicaduras #cerochinches #fumigacionprofesional #Fumigacióntotal, #Controldecucarachas, #Controldechinches #SinPicaduras, #Nomaschinches, #Nomasplagas, #Nomascucarachas Ver menos",491,c62baea34b8437f2990101336c67c10a31e61d9cee1a9dd8fe9afa8beeff3623,25,,,,,,No,No,No,Si
2026-06-29 17:00:02,https://www.facebook.com/groups/1745396122434438/,"Papa express, disponible buen sabor, buena textura más domicilio gratis 3127809624",82,cd7e49a1f52c069c8ff427f8feaa447f8eece5751c0aec7a44dd9ed4cc3f7bcd,25,,,,,,No,No,No,Si
2026-06-29 17:00:02,https://www.facebook.com/groups/1745396122434438/,¡Martes de darte un gustico con todo el sabor de Tremendas Pizzas! S... Ver más,79,1ce4d9a474e9430a03be38a499e90cd690f2569e600ab887978482e71816eb8e,25,,,,pizza,pizza | pizzas,No,No,Si,Si
2026-06-29 17:00:13,https://www.facebook.com/groups/1745396122434438/,Recuerda que los domingos realizamos encebollados bajo pedidos... Somos cocina oculta y nos encontramos en Medellín. Te enviamos directo a la puerta de tu casa.. Número... Ver más,179,a2feee885e1efea45f4ce38fac63b44219ba1161e7ed74f7414c7dfc4dc64f44,26,,,,,,No,No,No,Si
2026-06-29 17:00:13,https://www.facebook.com/groups/1745396122434438/,"Promo de lunes, dos endiabladas por 40.000 Pide esta combinación tan exótica",76,b2cb62a85a6497a2e8b819f9126d3b770d1069cb7248a21856b01b02d4db265d,26,,,,,,No,No,No,Si
2026-06-29 17:00:13,https://www.facebook.com/groups/1745396122434438/,"Arroz chino Mimonse con camarones, con costillas, chop suey, paisa a tu gusto pide y disfruta Didi Food y rappi",111,08e7a16dea4ae8cf87e39d91a8353869eab32b5558d0ba2f17f31aefebe3fde3,26,,,,,,No,No,No,Si
2026-06-29 17:00:30,https://www.facebook.com/groups/1745396122434438/,Los mejores quesos y pescados de la ciudad. Calidad precio y sabor en un mismo lugar Car 57 Calle 54#55 Plaza Minorista Sector 12 Local 29 Domicilio Whatsap 3023371107,167,04417e98c7be792901638c0bced52659040119e1e22c802e2ec429cffcf5f3d6,27,,Calle 54#55 P,,,,No,Si,No,Si
2026-06-29 17:00:30,https://www.facebook.com/groups/1745396122434438/,"SOLO Para ALQUILER Hablar al WHATSAPP 3042035011 Alquiler mínimo semanal, se paga cuando se entregué la moto. NO PEDIMOS DEPOSITO!!! INCLUYE:... Ver más",152,50bc979911c0eaa237673f2c156307ed15db9e0fb01ed74133d7b1f7c836fd27,27,,,,,,No,No,No,Si
2026-06-29 17:00:30,https://www.facebook.com/groups/1745396122434438/,"SOLO Para ALQUILER Hablar al WHATSAPP 3042035011 Alquiler mínimo semanal, se paga cuando se entregué la moto. NO PEDIMOS DEPOSITO!!! INCLUYE: -Mantenimiento mecánico y eléctrico. -Dos Cambios de aceite al mes -Grua y asistencia 24/7 Hablar al WhatsApp 304 2035011 Ver menos",273,89438715a0803fe0e9034b549efba5cc84e7fa209b4d002ec879531367170efb,27,,,,,,No,No,No,Si
2026-06-29 17:00:30,https://www.facebook.com/groups/1745396122434438/,Las papas de Chernobyl son otra cosa,36,c55de5a335a27d374af6acd8be5d3b4ca0ea858ef72bcc00f1857a1d65389ec5,27,,,,comida rápida,papas,No,No,Si,Si
2026-06-29 17:00:43,https://www.facebook.com/groups/1745396122434438/,Deliciosas salchichas mixtas disponibles 302 5223321,52,d1378d374ea5e8ca431adeade34b21c32964ad74c00ee9de58e0060da8850964,28,,,,,,No,No,No,Si
2026-06-29 17:00:44,https://www.facebook.com/groups/1745396122434438/,Endiablada doble carne Pide domi Wa.me/573114332838,51,986259faf577f2d19ab961277cc43634e395ab1caebada46a820f45805c62434,28,,,,,,No,No,No,Si
2026-06-29 17:01:01,https://www.facebook.com/groups/1745396122434438/,¿Antojo activado o qué? En La Greca Gastronomía Rápida tenemos lo que estás buscando: Alitas jugosas Hamburguesas brutales Perros bien cargados Papas irresistibles Hoy no se cocina… hoy se disfruta. Calle 37 Sur #30-24 Domicilios: 301 384 94 87 Escríbenos ya y arma tu combo perfecto. Ver menos,294,10187589b674758bacc73fbf76a2c212b183179263762de7131c36caa3dfb17c,29,La Greca Gastronomía Rápida,,,hamburguesa | comida rápida,hamburguesa | hamburguesas | papas,Si,No,Si,Si
2026-06-29 17:01:01,https://www.facebook.com/groups/1745396122434438/,¿Ya nos conoces? Las hamburguesas virales de prado Prueba algo diferente Wa.me/573114332838,91,20bcfc7d30bf3c6a66bfdbefb4f5da7ca17db378b962df621c1d312b50878d3a,29,,,,hamburguesa,hamburguesa | hamburguesas,No,No,Si,Si
2026-06-29 17:01:22,https://www.facebook.com/groups/1745396122434438/,¡El Tamal Tolimense de Tradición al Horno® — hecho a mano como siempre! M... Ver más,84,49f82b95f02a15884f30a51d23c90e8fb1c2c5facef7981bf9766efa34180003,30,,,,tamales,tamal,No,No,Si,Si
2026-06-29 17:01:53,https://www.facebook.com/groups/1745396122434438/,DOMICILIOS 302 5223321,22,286b0130b341216ad7ac45610157262882b102ec717ddd66bf74c479b4179439,32,,,,,,No,No,No,Si
